Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic)
PETTE INST HEINRICH,[Not Available],[Not Available],Pette Inst Heinrich focuses on medical research and diagnostics.,[Not Available],Medical Research,No,No,Yes,No
PFIZER INC,https://www.pfizer.com,"New York, USA",Pfizer Inc is a global pharmaceutical company known for its innovations in medicine and vaccines.,1849,Pharmaceuticals,No,No,No,No
PFIZER IRELAND PHARM,[Not Available],"Dublin, Ireland",Pfizer Ireland Pharmaceuticals is a division of Pfizer focusing on pharmaceutical development and manufacturing.,[Not Available],Pharmaceuticals,No,No,No,No
PHACOGEN TECHNOLOGY INST,[Not Available],[Not Available],Phacogen Technology Inst specializes in biotechnological and pharmacogenomic solutions.,[Not Available],Biotechnology,No,Yes,No,No
PHAEOSYNT GMBH,[Not Available],[Not Available],Phaeosynt GmbH focuses on synthetic biology and pharmaceutical research.,[Not Available],Biotechnology,No,Yes,No,No
PHAGENOVA BIO INC,[Not Available],[Not Available],Phagenova Bio Inc specializes in biopharmaceuticals and therapeutic solutions.,[Not Available],Biotechnology,No,Yes,No,No
PHARCHOICE THERAPEUTICS INC,[Not Available],[Not Available],Pharchoice Therapeutics focuses on the development of innovative therapeutic products.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARIS BIOTEC GMBH,[Not Available],[Not Available],Pharis Biotec GmbH specializes in biotechnological research and development.,[Not Available],Biotechnology,No,Yes,No,No
PHARM SAN MARCO SRL,[Not Available],[Not Available],Pharm San Marco SRL is involved in pharmaceutical research and product development.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARM THERAPEUTICS AS,[Not Available],[Not Available],Pharm Therapeutics AS focuses on therapeutic product development and innovation.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMA HOLDINGS AS,[Not Available],[Not Available],Pharma Holdings AS is involved in the investment and development of pharmaceutical products.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMA MAR SA,https://www.pharma-mar.com,"Madrid, Spain",Pharma Mar SA is a biopharmaceutical company specializing in the discovery and development of antitumor drugs.,1986,"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHARMABLOCK SCI NANJING INC,[Not Available],"Nanjing, China",Pharmablock Sci Nanjing Inc focuses on drug discovery and development.,[Not Available],"Pharmaceuticals, Biotechnology",No,Yes,No,No
PHARMACOIDEA KFT,[Not Available],[Not Available],Pharmacoidea Kft specializes in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMACT HOLDING AG,[Not Available],[Not Available],Pharmact Holding AG is involved in pharmaceutical investment and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMACTIVE ILAC SANAYI VE TICARET AS,[Not Available],[Not Available],Pharmactive Ilac Sanayi ve Ticaret AS focuses on pharmaceutical manufacturing and trade.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMADA ILAC SANAYI & TICARET AS,[Not Available],[Not Available],Pharmada Ilac Sanayi & Ticaret AS specializes in pharmaceutical development and manufacturing.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMALECTIN INC,[Not Available],[Not Available],Pharmalectin Inc focuses on the development of pharmaceutical products and therapies.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMANUTRA SPA,https://www.pharmanutra.it,"Pisa, Italy",Pharmanutra SPA is a pharmaceutical company specializing in the research and development of innovative nutraceuticals.,2005,"Pharmaceuticals, Nutraceuticals",No,Yes,No,No
PHARMAQ AS,https://www.pharmaq.no,"Oslo, Norway",Pharmaq AS specializes in pharmaceuticals and vaccines for aquaculture.,1988,"Pharmaceuticals, Aquaculture",No,Yes,No,No
PHARMASOFT SCI PROD CO LTD,[Not Available],[Not Available],Pharmasoft Sci Prod Co Ltd focuses on pharmaceutical software and product development.,[Not Available],"Pharmaceuticals, Software",No,Yes,No,No
PHARMASYNTEZ STOCK CO,https://www.pharmasyntez.ru,"Moscow, Russia",Pharmasyntez Stock Co is a pharmaceutical company engaged in the production of medicines and healthcare products.,1997,Pharmaceuticals,No,Yes,No,No
PHARMAZZ INC,[Not Available],[Not Available],Pharmazz Inc specializes in the development and manufacturing of pharmaceutical products.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMENA SA,[Not Available],[Not Available],Pharmena SA focuses on pharmaceutical research and therapeutic development.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARMING INTELLECTUAL PROPERTY BV,[Not Available],[Not Available],Pharming Intellectual Property BV manages intellectual property related to pharmaceutical innovations.,[Not Available],"Pharmaceuticals, Intellectual Property",No,Yes,No,No
PHARMZASHCHITA RES PROD CENT,[Not Available],[Not Available],Pharmzashchita Res Prod Cent is involved in the production and development of pharmaceutical products.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHARSOLN INC,[Not Available],[Not Available],Pharsoln Inc specializes in pharmaceutical solutions and innovations.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHASE ONE HEALTH LLC,[Not Available],[Not Available],Phase One Health LLC focuses on healthcare solutions and therapeutic developments.,[Not Available],"Healthcare, Pharmaceuticals",No,Yes,No,No
PHASE SCI INT LTD,[Not Available],[Not Available],Phase Sci Int Ltd is involved in scientific research and pharmaceutical development.,[Not Available],"Pharmaceuticals, Scientific Research",No,Yes,No,No
PHASEBIO PHARM INC,https://www.phasebiopharma.com,"Durham, North Carolina, USA",PhaseBio Pharmaceuticals Inc is focused on developing innovative therapies for diseases with high unmet medical needs.,2008,"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHELIX THERAPEUTICS,[Not Available],[Not Available],Phelix Therapeutics specializes in developing novel therapeutic solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHENOM PHARM INC,[Not Available],[Not Available],Phenom Pharm Inc focuses on the development of pharmaceutical and therapeutic products.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHENOMUNE LLC,[Not Available],[Not Available],Phenomune LLC specializes in immunotherapy and pharmaceutical development.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHEROMONICIN BIOTECHNOLOGY LTD,[Not Available],[Not Available],Pheromonicin Biotechnology Ltd focuses on biotechnology and therapeutic research.,[Not Available],Biotechnology,No,Yes,No,No
PHI BIO MED CO LTD,[Not Available],[Not Available],Phi Bio Med Co Ltd specializes in biomedical and pharmaceutical research.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHICS INST CO LTD,[Not Available],[Not Available],Phics Inst Co Ltd focuses on pharmaceutical and biomedical innovations.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHILERA NEW ZEALAND LTD,[Not Available],New Zealand,Philera New Zealand Ltd specializes in pharmaceutical and healthcare solutions.,[Not Available],"Pharmaceuticals, Healthcare",No,Yes,No,No
PHILIABIO CO LTD,[Not Available],[Not Available],Philiabio Co Ltd is involved in pharmaceutical and biotechnology research.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHILIP MORRIS PROD SA,https://www.pmi.com,"Lausanne, Switzerland",Philip Morris Products SA is a leading international tobacco company.,1847,Tobacco,No,Yes,No,No
PHION THERAPEUTICS LTD,[Not Available],[Not Available],Phion Therapeutics Ltd focuses on developing novel therapeutic solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHLECS BV,[Not Available],[Not Available],Phlecs BV specializes in pharmaceutical and biotechnology research.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHOENIX BIOTECHNOLOGY INC,[Not Available],[Not Available],Phoenix Biotechnology Inc focuses on biotechnology and pharmaceutical research.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHOENIX DX LTD,[Not Available],[Not Available],Phoenix DX Ltd specializes in diagnostic technologies and solutions.,[Not Available],"Diagnostics, Biotechnology",No,Yes,No,No
PHOENIX EAGLE CO PTY LTD,[Not Available],[Not Available],Phoenix Eagle Co Pty Ltd focuses on healthcare and pharmaceutical solutions.,[Not Available],"Healthcare, Pharmaceuticals",No,Yes,No,No
PHOENIX ELECTRIC CO LTD,[Not Available],[Not Available],Phoenix Electric Co Ltd specializes in electrical and electronic products.,[Not Available],"Electrical, Electronics",No,Yes,No,No
PHOR-MED INC,[Not Available],[Not Available],Phor-Med Inc focuses on medical and pharmaceutical product development.,[Not Available],"Pharmaceuticals, Medical Devices",No,Yes,No,No
PHOTO-CATALYTIC MATERIALS INC,[Not Available],[Not Available],Photo-Catalytic Materials Inc specializes in advanced materials and catalytic technologies.,[Not Available],Materials Science,No,Yes,No,No
PHOTON SYSTEMS INC,[Not Available],[Not Available],Photon Systems Inc focuses on photonic technologies and systems.,[Not Available],"Photonics, Technology",No,Yes,No,No
PHOXBIO LTD,[Not Available],[Not Available],Phoxbio Ltd specializes in biotechnology and therapeutic developments.,[Not Available],Biotechnology,No,Yes,No,No
PHOXGEN LTD,[Not Available],[Not Available],Phoxgen Ltd focuses on pharmaceutical and biotechnology innovations.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHV PHARMA,[Not Available],[Not Available],PHV Pharma is involved in the pharmaceutical industry and drug development.,[Not Available],Pharmaceuticals,No,Yes,No,No
PHYLAGEN INC,https://www.phylagen.com,"San Francisco, California, USA",Phylagen Inc focuses on microbial identification and environmental analysis.,2017,"Biotechnology, Environmental Science",No,Yes,No,No
PHYLEX BIOSCI INC,[Not Available],[Not Available],Phylex Biosci Inc specializes in bioscience and therapeutic research.,[Not Available],Biotechnology,No,Yes,No,No
PHYSCADE INC,[Not Available],[Not Available],Physcade Inc focuses on pharmaceutical and medical device innovations.,[Not Available],"Pharmaceuticals, Medical Devices",No,Yes,No,No
PHYSIS BIOTECHNOLOGIES LLC,[Not Available],[Not Available],Physis Biotechnologies LLC specializes in biotechnology and therapeutic research.,[Not Available],Biotechnology,No,Yes,No,No
PHYSIS INT LLC,[Not Available],[Not Available],Physis Int LLC focuses on international biotechnology and therapeutic solutions.,[Not Available],Biotechnology,No,Yes,No,No
PHYTEC MESSTECHNIK GMBH,https://www.phytec.de,"Mainz, Germany",Phytec Messtechnik GmbH specializes in electronic measurement technology and embedded systems.,1986,"Electronics, Measurement Technology",No,Yes,No,No
PHYTO TECH CORP,[Not Available],[Not Available],Phyto Tech Corp focuses on plant-based pharmaceuticals and health products.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHYTO42,[Not Available],[Not Available],Phyto42 specializes in plant-based technologies and pharmaceutical solutions.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHYTOBIOTICS FUTTERZUSATZSTOFFE GMBH,https://www.phytobiotics.de,Germany,Phytobiotics Futterzusatzstoffe GmbH focuses on plant-based feed additives and supplements.,2001,"Biotechnology, Animal Nutrition",No,Yes,No,No
PHYTOBOKAZ SARL,[Not Available],[Not Available],Phytobokaz SARL is involved in plant-based pharmaceutical research and development.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHYTOHEALTH CORP,[Not Available],[Not Available],Phytohealth Corp specializes in plant-based health products and therapeutics.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHYTOITALIA SRL,[Not Available],[Not Available],Phytoitalia SRL specializes in plant-based pharmaceutical and healthcare products.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHYTOPTION LLC,[Not Available],[Not Available],Phytoption LLC focuses on plant-based therapeutic solutions and research.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHYTOTHERAPEUTIX LTD,[Not Available],[Not Available],Phytotherapeutix Ltd specializes in plant-based therapeutic and medical products.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
PHYZAT BIOPHARMACEUTICALS LTDA,[Not Available],[Not Available],Phyzat Biopharmaceuticals LTDA focuses on biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
PI BIOELECTRONICS CO LTD,[Not Available],[Not Available],PI Bioelectronics Co Ltd specializes in bioelectronics and medical technology.,[Not Available],"Bioelectronics, Medical Technology",No,Yes,No,No
PICCHIO INT INC,[Not Available],[Not Available],Picchio Int Inc focuses on international pharmaceutical and healthcare solutions.,[Not Available],"Pharmaceuticals, Healthcare",No,Yes,No,No
PICTOR LTD,[Not Available],[Not Available],Pictor Ltd specializes in diagnostic technologies and solutions.,[Not Available],"Diagnostics, Biotechnology",No,Yes,No,No
PIERIS PHARM GMBH,https://www.pieris-pharma.com,"Vienna, Austria",Pieris Pharma GmbH focuses on developing novel therapeutic solutions and drug candidates.,2001,Pharmaceuticals,No,Yes,No,No
PIET AICTE IDEA LAB,[Not Available],[Not Available],PIET AICTE IDEA Lab is involved in technology innovation and research.,[Not Available],"Technology, Research",No,No,Yes,No
PIET CO LTD,[Not Available],[Not Available],Piet Co Ltd specializes in pharmaceutical and healthcare solutions.,[Not Available],"Pharmaceuticals, Healthcare",No,Yes,No,No
PIF ENTREPRENEURS LTD,[Not Available],[Not Available],PIF Entrepreneurs Ltd focuses on fostering entrepreneurial ventures and innovations.,[Not Available],Entrepreneurship,No,Yes,No,No
PIG IMPROVEMENT CO UK LTD,https://www.pigimprovement.com,UK,Pig Improvement Co UK Ltd focuses on improving pig genetics and livestock management.,[Not Available],"Agriculture, Biotechnology",No,Yes,No,No
PIGENE GLOBAL CO LTD,[Not Available],[Not Available],Pigene Global Co Ltd specializes in biotechnology and genetic research.,[Not Available],"Biotechnology, Genetics",No,Yes,No,No
PILKINGTON GROUP LTD,https://www.pilkington.com,UK,Pilkington Group Ltd specializes in glass and glazing products.,1826,"Glass, Construction",No,Yes,No,No
PILLAI UNIVERSAL LLC,[Not Available],[Not Available],Pillai Universal LLC focuses on various industrial and technological solutions.,[Not Available],"Technology, Industry",No,Yes,No,No
PILOT GENE TECHNOLOGIES HANGZHOU CO LTD,[Not Available],"Hangzhou, China",Pilot Gene Technologies Hangzhou Co Ltd specializes in genetic and biotechnological research.,[Not Available],"Biotechnology, Genetics",No,Yes,No,No
PINA-TEC,[Not Available],[Not Available],Pina-Tec focuses on technology solutions for various industrial applications.,[Not Available],Technology,No,Yes,No,No
PINE C & I,[Not Available],[Not Available],Pine C & I specializes in construction and industrial solutions.,[Not Available],"Construction, Industry",No,Yes,No,No
PINE FIELD HK LTD,[Not Available],Hong Kong,Pine Field HK Ltd focuses on various industrial and technological solutions.,[Not Available],"Technology, Industry",No,Yes,No,No
PINETREE THERAPEUTICS INC,[Not Available],[Not Available],Pinetree Therapeutics Inc specializes in pharmaceutical and therapeutic solutions.,[Not Available],"Pharmaceuticals, Biotechnology",No,Yes,No,No
PINGAN LIFE INSURANCE CO CHINA,https://www.pingan.com,"Shenzhen, China",Pingan Life Insurance Co China provides insurance and financial services.,1988,"Insurance, Finance",No,Yes,No,No
