Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
GEN INC ASSOC BIO EDUCATION LAB,Not Available,Not Available,"GEN INC ASSOC BIO EDUCATION LAB is involved in biological education and research, focusing on innovative methods and educational tools in the field of biology.",Not Available,Education,No,No,Yes,No,Not Available,Biological Education
GH RAISONI COLLEGE ENG,http://www.raisoni.net,"Nagpur, India","GH Raisoni College of Engineering provides education in engineering with a focus on research, development, and practical skills.",1996,Education,No,Yes,Yes,No,Private,Engineering
GMR TECHNOLOGY INST,http://www.gmrgroup.in,"Hyderabad, India",GMR Technology Institute provides technical education and training with a focus on industry collaboration and innovation.,Not Available,Education,No,Yes,No,No,Private,Technology
GUANGANMEN HOSPITAL CHINA ACAD MEDICAL S,http://www.ganganmenhospital.com,"Beijing, China","Guanganmen Hospital, affiliated with the China Academy of Medical Sciences, provides comprehensive medical services and research in healthcare.",Not Available,Medical Services,Yes,No,Yes,Yes,Public,"Medicine, Healthcare"
GUANGDONG ACAD AGRIC SCI AGRO-BIOLOGICAL,http://www.gdaas.org,"Guangdong, China","Guangdong Academy of Agricultural Sciences specializes in agro-biological research and development, focusing on agricultural science and technology.",Not Available,Research,Yes,No,Yes,No,Public,"Agricultural Science, Agro-Biology"
GUANGDONG ACAD AGRIC SCI ANIMAL HEALTH,http://www.gdaas.org,"Guangdong, China","Guangdong Academy of Agricultural Sciences - Animal Health focuses on animal health research and veterinary science, aiming to improve livestock health and productivity.",Not Available,Research,Yes,No,Yes,No,Public,"Veterinary Science, Animal Health"
GUANGDONG ACAD SCI ECO-ENVIRONMENTAL,http://www.gdas.org,"Guangdong, China","Guangdong Academy of Sciences - Eco-Environmental focuses on research related to ecological and environmental sciences, aiming to address environmental challenges.",Not Available,Research,Yes,No,Yes,No,Public,"Environmental Science, Ecology"
GUANGDONG IND TECH COLLEGE,http://www.gditt.edu.cn,"Guangdong, China",Guangdong Industrial Technology College provides technical education and vocational training in various industrial fields.,Not Available,Education,No,Yes,No,No,Private,"Industrial Technology, Vocational Training"
GUANGDONG SCI & TRADE VOCATIONAL COLLEGE,http://www.gdstc.edu.cn,"Guangdong, China",Guangdong Science and Trade Vocational College offers vocational training and education in science and trade-related fields.,Not Available,Education,No,Yes,No,No,Private,"Science, Trade"
GUANGZHOU CITY CONSTR COLLEGE,http://www.gzcc.edu.cn,"Guangzhou, China","Guangzhou City Construction College provides education and training in construction and related fields, focusing on practical skills and industry standards.",Not Available,Education,No,Yes,No,No,Private,"Construction, Engineering"
GUIZHOU ACAD TESTING & ANALYSIS,http://www.gztesting.edu.cn,"Guizhou, China",Guizhou Academy of Testing and Analysis specializes in research and services related to testing and analysis in various fields.,Not Available,Research,Yes,No,Yes,No,Public,"Testing, Analysis"
GUIZHOU PROVINCE & CHINESE ACAD SCI KEY,Not Available,"Guizhou, China","This institution represents key research facilities in Guizhou Province and the Chinese Academy of Sciences, focusing on various scientific research areas.",Not Available,Research,Yes,No,Yes,No,Public,Various Fields
GUIZHOU TCM COLLEGE NO 2 AFFILIATED HOSP,http://www.gz2tcm.edu.cn,"Guizhou, China",Guizhou Traditional Chinese Medicine College No. 2 Affiliated Hospital provides healthcare services and research in traditional Chinese medicine.,Not Available,Medical Services,Yes,No,Yes,Yes,Public,Traditional Chinese Medicine
GUIZHOU TECHNOLOGY INST,http://www.gztech.edu.cn,"Guizhou, China",Guizhou Technology Institute offers education and research in various technology and engineering fields.,Not Available,Education,No,Yes,Yes,No,Private,"Technology, Engineering"
GWANGJU INST SCI & TECHNOLOGY,http://www.gist.ac.kr,"Gwangju, South Korea",Gwangju Institute of Science and Technology focuses on advanced research and education in science and technology.,1995,Education,Yes,No,Yes,No,Public,"Science, Technology"
GYEONGGI COLLEGE SCI & TECHNOLOGY IND,http://www.gcti.ac.kr,"Gyeonggi, South Korea",Gyeonggi College of Science and Technology Industry provides education and training in science and technology with a focus on industry applications.,Not Available,Education,No,Yes,No,No,Private,"Science, Technology"
HANGZHOU MEDICAL COLLEGE,http://www.hzmc.edu.cn,"Hangzhou, China","Hangzhou Medical College specializes in medical education and research, offering programs in various healthcare fields.",1958,Medical Education,Yes,No,Yes,Yes,Public,"Medicine, Healthcare"
HANGZHOU POLYTECHNIC,http://www.hzpt.edu.cn,"Hangzhou, China","Hangzhou Polytechnic offers vocational and technical education in various fields, focusing on practical skills and industry readiness.",1978,Education,No,Yes,No,No,Private,"Vocational Training, Technology"
HANGZHOU VOCATIONAL & TECH COLLEGE,http://www.hzvtc.edu.cn,"Hangzhou, China",Hangzhou Vocational and Technical College provides vocational education and training in various technical fields.,Not Available,Education,No,Yes,No,No,Private,"Vocational Training, Technology"
HANSRAJ COLLEGE,http://www.hansrajcollege.ac.in,"Delhi, India","Hansraj College is a renowned institution offering undergraduate and postgraduate programs in various arts, science, and commerce disciplines.",1948,Education,No,Yes,Yes,No,Private,"Arts, Science, Commerce"
HARBIN INST TECHNOLOGY,http://www.hit.edu.cn,"Harbin, China","Harbin Institute of Technology is a leading research university with a focus on engineering, technology, and management.",1920,Education,Yes,No,Yes,No,Public,"Engineering, Technology"
HARBIN INST TECHNOLOGY AT WEIHAI,http://www.hitwh.edu.cn,"Weihai, China",Harbin Institute of Technology at Weihai focuses on research and education in various technology and engineering disciplines.,2000,Education,Yes,No,Yes,No,Public,"Technology, Engineering"
HARBIN INST TECHNOLOGY SHENZHEN GRADUATE,http://www.hit.edu.cn,"Shenzhen, China",Harbin Institute of Technology Shenzhen Graduate School offers graduate programs in technology and engineering with a focus on innovation and research.,2002,Education,Yes,No,Yes,No,Public,"Engineering, Technology"
HARVARD COLLEGE,http://www.harvard.edu,"Cambridge, Massachusetts, USA","Harvard College is part of Harvard University, offering undergraduate programs in various fields of study, known for its academic excellence and research contributions.",1636,Education,No,No,Yes,No,Private,Various Fields
HEILONGJIANG ACAD AGRIC SCI QIQIHAR BRAN,Not Available,"Qiqihar, China",Heilongjiang Academy of Agricultural Sciences - Qiqihar Branch focuses on agricultural research and development in the Heilongjiang Province.,Not Available,Research,Yes,No,Yes,No,Public,Agricultural Science
HENAN ACAD AGRIC SCI KEY LAB ANIMAL IMMU,Not Available,"Henan, China",Henan Academy of Agricultural Sciences - Key Laboratory of Animal Immunology focuses on research related to animal immunity and health.,Not Available,Research,Yes,No,Yes,No,Public,Animal Immunology
HINDUSTAN ENG & TECHNOLOGY COLLEGE,http://www.hindustan.edu.in,"Chennai, India",Hindustan Engineering and Technology College offers engineering and technology education and research in various fields.,1985,Education,No,Yes,Yes,No,Private,"Engineering, Technology"
HINDUSTAN INST TECHNOLOGY & SCIENCE,http://www.hindustan.edu.in,"Chennai, India","Hindustan Institute of Technology and Science focuses on education and research in engineering, technology, and applied sciences.",1985,Education,No,Yes,Yes,No,Private,"Engineering, Technology"
HOKKAIDO NAT HIGHER EDUCATION & RES SYST,http://www.hokudai.ac.jp,"Hokkaido, Japan",Hokkaido University is a leading research university offering programs in various academic and research fields.,1876,Education,Yes,No,Yes,No,Public,Various Fields
HUAIYIN TECHNOLOGY INST,http://www.hytc.edu.cn,"Huaiyin, China",Huaiyin Technology Institute focuses on engineering and technology education and research.,Not Available,Education,No,Yes,Yes,No,Private,"Engineering, Technology"
HUBEI ACAD AGRIC SCI ANIMAL HUSBANDRY,Not Available,"Hubei, China","Hubei Academy of Agricultural Sciences - Animal Husbandry focuses on agricultural research, specifically related to animal husbandry.",Not Available,Research,Yes,No,Yes,No,Public,Animal Husbandry
HUST TONGJI MEDICAL COLLEGE UNION HOSPIT,http://www.tjmu.edu.cn,"Wuhan, China","Tongji Medical College Union Hospital is affiliated with Huazhong University of Science and Technology, providing medical education and services.",Not Available,Medical Services,Yes,No,Yes,Yes,Public,"Medicine, Healthcare"
HYOGO COLLEGE MEDICINE,http://www.hyogo-u.ac.jp,"HyÅgo, Japan","Hyogo College of Medicine offers medical education and research, focusing on various healthcare disciplines.",1972,Medical Education,Yes,No,Yes,Yes,Public,"Medicine, Healthcare"
ICAHN SCHOOL MEDICINE,http://www.mssm.edu,"New York City, New York, USA",Icahn School of Medicine is a leading medical research and education institution known for its focus on innovative medical research and patient care.,1968,Medical Education,No,No,Yes,Yes,Private,"Medicine, Healthcare"
ICHAN SCHOOL MEDICINE AT MOUNT SINAI,http://www.mountsinai.org,"New York City, New York, USA","Icahn School of Medicine at Mount Sinai offers cutting-edge medical education, research, and patient care services.",1968,Medical Education,No,No,Yes,Yes,Private,"Medicine, Healthcare"
ILLINOIS INST TECHNOLOGY,http://www.illinois.edu,"Urbana-Champaign, Illinois, USA","Illinois Institute of Technology offers a wide range of programs in technology, engineering, and management with a focus on innovation and research.",1890,Education,No,No,Yes,No,Private,"Engineering, Technology"
IMPERIAL COLLEGE INNOVATIONS LTD,http://www.imperial.ac.uk,"London, United Kingdom","Imperial College Innovations Ltd is the technology transfer office of Imperial College London, focusing on commercializing research and innovations.",2006,Technology Transfer,No,No,No,No,Public,Technology Transfer
INDIAN INST INFORMATION TECHNOLOGY,http://www.iiit.ac.in,"Hyderabad, India",Indian Institute of Information Technology (IIIT) focuses on information technology education and research.,1998,Education,Yes,No,Yes,No,Public,Information Technology
INDIAN INST SCI EDUCATION & RES,http://www.iiserpune.ac.in,"Pune, India",Indian Institute of Science Education and Research (IISER) focuses on science education and research.,2006,Education,Yes,No,Yes,No,Public,Science
INDIAN INST TECHNOLOGY,http://www.iitb.ac.in,"Mumbai, India",Indian Institute of Technology (IIT) Mumbai is a prestigious engineering and technology institute known for its research and academic excellence.,1958,Education,Yes,No,Yes,No,Public,"Engineering, Technology"
INDIAN INST TECHNOLOGY TIRUPATI,http://www.iittp.ac.in,"Tirupati, India",Indian Institute of Technology Tirupati is a prominent institution for engineering and technology education and research.,2015,Education,Yes,No,Yes,No,Public,"Engineering, Technology"
INDIAN INST TECHNOLOGY VADODARA,http://www.iitb.ac.in,"Vadodara, India",Indian Institute of Technology Vadodara focuses on education and research in engineering and technology.,2004,Education,Yes,No,Yes,No,Public,"Engineering, Technology"
INSTITUTE FUSION MATER,Not Available,[Location Not Available],[About Information Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
INDIAN TECHNOLOGY INST,[Not Available],[Location Not Available],[About Information Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
INDIRA ENG & MANAGEMENT COLLEGE,http://www.indiraedu.com,"Pune, India","Indira College provides engineering and management education, focusing on academic and professional excellence.",1994,Education,No,Yes,Yes,No,Private,"Engineering, Management"
INNOVATION ACAD PRECISION MEASUREMENT,[Not Available],[Location Not Available],[About Information Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
INST ENG & MANAGEMENT,[Not Available],[Location Not Available],[About Information Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
INST FEDERAL EDUCACAO SCIENCE AND TECNOLOG,http://www.ifba.edu.br,"Salvador, Brazil","Instituto Federal da Bahia provides education and research in technology and science, serving the region with vocational and higher education.",2008,Education,Yes,No,Yes,No,Public,"Technology, Science"
