Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic),Institution Name
ADITUM LIFESCI PRIVATE LTD,[Not Available],India,A biotechnology company focusing on life sciences research and the development of healthcare solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,NINGBO ANOBIOMED TECHNOLOGY CO LTD
ADITXT INC,[Not Available],United States,A biotechnology company focused on developing immune monitoring technologies and immunotherapeutic solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,NINGBO ANTONG MECHANISM CO LTD
ADJUST KK,[Not Available],Japan,"A company offering consulting and technological solutions in the fields of advertising, data analysis, and mobile marketing.",[Not Available],Advertising and Technology,No,Yes,No,No,NINGBO BEAUTIFUL LIFE MEDICINE BIOLTECHN
ADJUVANCE TECHNOLOGIES INC,[Not Available],United States,A biotechnology company that focuses on developing next-generation vaccine adjuvants to improve immunization strategies.,[Not Available],Biotechnology,No,Yes,Yes,No,NINGBO BESTEST BIOTECHNOLOGY CO LTD
ADL DIAGNOSTICS INC,[Not Available],United States,A diagnostics company that provides advanced diagnostic testing services to healthcare providers.,[Not Available],Diagnostics,No,Yes,No,No,NINGBO BOZHOU LIGHTING CO LTD
ADMA BIO MFG LLC,[Not Available],United States,A biopharmaceutical manufacturing company specializing in the production of plasma-derived biologics.,[Not Available],Biopharmaceutical Manufacturing,No,Yes,No,No,NINGBO COMBIREG PHARM TECHNOLOGY CO LTD
ADMA BIOLOGICS INC,[Not Available],United States,A biopharmaceutical company focused on the development and commercialization of plasma-derived therapies for immune deficiencies and infectious diseases.,[Not Available],Biopharmaceutical,No,Yes,No,No,NINGBO CUSTOMS DISTRICT TECHNOLOGY CENT
ADMIN GEN COMUNIDAD AUTONOMA EUSKADI,[Not Available],Spain,"The governing body of the autonomous community of Euskadi (Basque Country), responsible for regional administration and public services.",[Not Available],Government Administration,Yes,No,No,No,NINGBO HEALTH GENE TECHNOLOGIES CO LTD
ADNANO TECHNOLOGIES PRIVATE LTD,[Not Available],India,"A company specializing in the development and production of advanced nanomaterials for various applications, including electronics and biotechnology.",[Not Available],Nanotechnology,No,Yes,Yes,No,NINGBO HEKANG BIOMEDICAL TECHNOLOGY CO
ADR AC GMBH,[Not Available],Germany,A company providing advanced solutions in the fields of automotive technology and engineering services.,[Not Available],Automotive Technology,No,Yes,No,No,NINGBO HEREN HEALTH TECHNOLOGY CO LTD
ADRENOMED AG,[Not Available],Germany,"A biopharmaceutical company focused on developing therapies for acute care conditions, including sepsis and other life-threatening diseases.",[Not Available],Biopharmaceutical,No,Yes,Yes,No,NINGBO HIGH-TECH SHIDAI ENERGY TECHNOLOG
ADTECH CO LTD,[Not Available],Japan,A company providing advanced technological solutions and products in the electronics and manufacturing sectors.,[Not Available],Electronics and Manufacturing,No,Yes,No,No,NINGBO INT TRAVEL HEALTH CARE CENT
ADULSA THERAPEUTICS CORP,[Not Available],[Not Available],A biopharmaceutical company focused on developing therapeutic solutions for various diseases.,[Not Available],Biopharmaceutical,No,Yes,Yes,No,NINGBO LIUDENG MEDICAL TECHNOLOGY CO LTD
ADUP CO LTD,[Not Available],Japan,A company providing advanced software solutions and IT services to various industries.,[Not Available],Information Technology,No,Yes,No,No,NINGBO MEDICAL CENT LIHUILI HOSPITAL
ADVACCINE SUZHOU BIOPHARMACEUTICAL CO,[Not Available],China,A biopharmaceutical company specializing in the development of vaccines and immunotherapies for infectious diseases.,[Not Available],Biopharmaceutical,No,Yes,Yes,No,NINGBO QIJIAN MEDICAL TECHNOLOGY CO LTD
ADVAGENE BIOPHARMA CO LTD,[Not Available],Taiwan,"A biotechnology company focused on developing and commercializing biopharmaceuticals, particularly in the field of gene therapy.",[Not Available],Biotechnology,No,Yes,Yes,No,NINGBO RIDA KNITTING CLOTHING CO LTD
ADVAITA CORP,[Not Available],United States,A biotechnology company specializing in bioinformatics solutions and software for analyzing complex biological data.,[Not Available],Biotechnology and Bioinformatics,No,Yes,Yes,No,NINGBO RONGAN BIOLOGICAL PHARM CO LTD
ADVANCE NANOTEK LTD,[Not Available],Australia,"A nanotechnology company developing advanced materials for various industries, including sunscreens and cosmetics.",[Not Available],Nanotechnology,No,Yes,Yes,No,NINGBO SUNGUOBAO INTERNET THINGS TECHNOLOGY RES INST CO LTD
ADVANCE PHARM INC,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceutical,No,Yes,No,No,NINGBO WOMEN & CHILDRENS HOSPITAL
ADVANCED BIO VISION INC,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,Yes,No,NINGBO XIJIAN PHARM TECHNOLOGY CO LTD
ADVANCED COOLING THERAPY INC,[Not Available],United States,A medical technology company focused on developing advanced cooling devices for therapeutic applications in critical care.,[Not Available],Medical Technology,No,Yes,No,No,NINGBO YUCHANG BIOTECHNOLOGY CO LTD
ADVANCED IND SCI & TECHNOLOGY NAT INST,[Not Available],Japan,A national research institute focusing on industrial science and advanced technologies to support innovation and development in various sectors.,[Not Available],Research and Development,Yes,No,Yes,No,NINGBO ZHENHAI ZHICHENG CONSTR ENG INSPE
ADVANCED INTEGRATED TECHNOLOGIES INC,[Not Available],[Not Available],A company providing advanced technology solutions and services for various industrial applications.,[Not Available],Technology and Engineering,No,Yes,No,No,NINGXIA DEKUN ENVIRONMENTAL PROTECTION
ADVANCED MEDICAL SOLUTIONS INT LLC,[Not Available],United States,A healthcare company providing advanced medical devices and solutions for wound care and surgical procedures.,[Not Available],Medical Devices,No,Yes,No,No,NINGXIA HUI AUTONOMOUS REGION INST CHEM
ADVANCED PROTEIN TECHNOLOGIES INC,[Not Available],[Not Available],A biotechnology company specializing in the development and production of high-quality proteins for research and therapeutic use.,[Not Available],Biotechnology,No,Yes,Yes,No,NINGXIA KANGYA PHARMACY CO LTD
ADVANCED RNA VACCINE ARV TECHNOLOGIES,[Not Available],[Not Available],A biotechnology company focused on the development of RNA-based vaccines and therapeutic solutions for infectious diseases.,[Not Available],Biotechnology,No,Yes,Yes,No,NINGXIA MALIANFU POWER TECHNOLOGY CO LTD
ADVANCED TECHNOLOGIES CENT,[Not Available],[Not Available],A company providing innovative technology solutions and research services to support industrial and technological development.,[Not Available],Technology,No,Yes,Yes,No,NINGXIA QI PEPTIDE TECHNOLOGY CO LTD
ADVANCED THERAPEUTIC LAB INC,[Not Available],[Not Available],A biopharmaceutical company specializing in the research and development of therapeutic solutions for various diseases.,[Not Available],Biopharmaceutical,No,Yes,Yes,No,NINGXIA QINGHUAYUAN INTELLECTUAL PROPERTY RES & DEV CO LTD
ADVENT THERAPEUTICS INC,[Not Available],United States,A biotechnology company focused on developing novel therapeutic solutions for treating rare diseases and conditions.,[Not Available],Biotechnology,No,Yes,Yes,No,NINURTA INC
ADVITA LIFESCI GMBH,[Not Available],Germany,"A biotechnology company specializing in the development of innovative life sciences solutions, particularly in oncology and rare diseases.",[Not Available],Biotechnology,No,Yes,Yes,No,NIP KK
AEBEZE LABS,[Not Available],United States,A technology company focused on developing solutions for digital well-being and behavioral health.,[Not Available],Digital Health,No,Yes,No,No,NIPER-KOLKATA
AEBIEUN CO LTD,[Not Available],South Korea,A biotechnology company focused on developing therapeutic solutions and products for healthcare.,[Not Available],Biotechnology,No,Yes,No,No,NIPPON GENE CO LTD
AEGIRBIO AB,[Not Available],Sweden,A biotechnology company focused on developing diagnostic tests and solutions for precision medicine and personalized healthcare.,[Not Available],Biotechnology and Diagnostics,No,Yes,Yes,No,NIPPON MSI KK
AEGIS LIFE INC,[Not Available],[Not Available],"A biotechnology company focused on developing innovative life sciences solutions, particularly in the field of therapeutic development.",[Not Available],Biotechnology,No,Yes,Yes,No,NIPPON PAINT AUTOMOTIVE COATINGS CO LTD
AEGIS THERAPEUTICS LLC,[Not Available],United States,"A biopharmaceutical company specializing in the development of non-invasive drug delivery technologies for peptide, protein, and small molecule therapeutics.",[Not Available],Biopharmaceutical,No,Yes,Yes,No,NIPPON SHINYAKU CO LTD
AEGLE BIOTECH,[Not Available],[Not Available],A biotechnology company focused on developing advanced therapies and solutions for regenerative medicine and tissue engineering.,[Not Available],Biotechnology,No,Yes,Yes,No,NIPPON SHOKUBAI CO LTD
AEGLEA BIOTHERAPEUTICS INC,[Not Available],United States,A biotechnology company focused on developing engineered human enzymes for the treatment of rare metabolic diseases.,[Not Available],Biotechnology,No,Yes,Yes,No,NIPPON SODA CO
AEOLUS AIR DEVICES LLC,[Not Available],[Not Available],A company specializing in the development of advanced air filtration and purification technologies for various applications.,[Not Available],Air Filtration and Technology,No,Yes,No,No,NIPPON SOLID CO LTD
AEON BIOPHARMA INC,[Not Available],United States,A biopharmaceutical company focused on the development of novel therapeutic applications for botulinum toxin.,[Not Available],Biopharmaceutical,No,Yes,Yes,No,NIPPON TELEGRAPH & TELEPHONE CORP
AEON RES & TECHNOLOGY INC,[Not Available],[Not Available],"A company involved in research and technology development, focusing on innovative solutions for various industries.",[Not Available],Research and Technology,No,Yes,Yes,No,NIPPON TOKUSO CO LTD
AERIE PHARM INC,[Not Available],United States,"A pharmaceutical company specializing in the discovery, development, and commercialization of therapies for glaucoma and other eye diseases.",2005,Pharmaceutical,No,Yes,Yes,No,NIPRO CORP
AEROCONTAIN TECHNOLOGIES INC,[Not Available],[Not Available],A company focused on developing advanced containment and transport solutions for hazardous and sensitive materials.,[Not Available],Technology and Engineering,No,Yes,No,No,NIRMIDAS BIOTECH INC
AEROSOLSHIELD LTD,[Not Available],[Not Available],A company specializing in the development of protective solutions and devices to reduce the spread of infectious aerosols in medical settings.,[Not Available],Medical Technology,No,Yes,No,No,NISHA CELL THERAPEUTICS LTD
AERPIO PHARM INC,[Not Available],United States,A biopharmaceutical company focused on developing therapies for vascular diseases and enhancing endothelial function.,[Not Available],Biopharmaceutical,No,Yes,Yes,No,NISHIKAWA KEISOKU CO LTD
AERWAVE MEDICAL INC,[Not Available],[Not Available],A medical technology company focused on developing non-invasive respiratory support devices for patients with respiratory conditions.,[Not Available],Medical Technology,No,Yes,No,No,NISHINIHON NAGASE CO LTD
AETHLON MEDICAL INC,[Not Available],United States,"A biotechnology company focused on developing therapies to treat life-threatening diseases, including cancer and viral infections, through the removal of disease-causing agents from the bloodstream.",[Not Available],Biotechnology,No,Yes,Yes,No,NISSAN CHEM CORP
AETIO BIOTHERAPY INC,[Not Available],[Not Available],A biotechnology company specializing in developing innovative biotherapies for treating various diseases.,[Not Available],Biotechnology,No,Yes,Yes,No,NISSAN MOTOR CO LTD
AEVI GENOMIC MEDICINE LLC,[Not Available],United States,A biotechnology company focused on the development of genomic-based therapies for rare and orphan diseases.,[Not Available],Biotechnology,No,Yes,Yes,No,NISSHIN OILLIO GROUP LTD
AEVISBIO INC,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,Yes,No,NISSHINDO PRINTING CO LTD
AEXON LABS INC,[Not Available],[Not Available],A biotechnology company focused on the development of diagnostic and therapeutic solutions for various diseases.,[Not Available],Biotechnology and Diagnostics,No,Yes,Yes,No,NISSHO CORP KK
AFBR INVESTIMENTOS E PARTICIPACOES LTDA,[Not Available],Brazil,"A Brazilian investment and holding company involved in various sectors, including finance, real estate, and industry.",[Not Available],Investment and Holdings,No,Yes,No,No,NITTO DENKO CORP
AFFILIATED TUMOR HOSPITAL GUANGZHOU MEDI,[Not Available],China,A leading hospital in Guangzhou specializing in the treatment and research of cancer and tumors.,[Not Available],Healthcare,Yes,No,Yes,Yes,NKMAX CO LTD
AFFINITYIMMUNO INC,[Not Available],Canada,A biotechnology company focused on developing antibody-based immunotherapies for cancer and infectious diseases.,[Not Available],Biotechnology,No,Yes,Yes,No,NLC PHARMA LTD
AFFINIVAX INC,[Not Available],United States,A biotechnology company developing vaccines that use the proprietary Multiple Antigen Presenting System (MAPS) technology to prevent infectious diseases.,2014,Biotechnology,No,Yes,Yes,No,NLS PHARM AG
AFFIRM MEDICAL TECHNOLOGIES II LLC,[Not Available],United States,A medical technology company focused on developing innovative devices and solutions for medical diagnostics and treatment.,[Not Available],Medical Technology,No,Yes,No,No,NNAISENSE INC
AFT PHARM LTD,[Not Available],New Zealand,"A pharmaceutical company focused on developing and commercializing a range of products, including prescription medicines and over-the-counter remedies.",1997,Pharmaceutical,No,Yes,No,No,NNAISENSE SA
AFTERSYS CO LTD,[Not Available],[Not Available],A technology company specializing in providing advanced IT solutions and systems integration services.,[Not Available],Information Technology,No,Yes,No,No,NO 711 RES INST CHINA SHIPBUILDING IND C
AGA NANOTECH LTD,[Not Available],[Not Available],A nanotechnology company focused on developing advanced materials and solutions for various industrial and healthcare applications.,[Not Available],Nanotechnology,No,Yes,Yes,No,NO2COVID BV
AGC INC,[Not Available],Japan,"A global leader in glass, chemicals, and high-tech materials, AGC Inc. provides advanced solutions across multiple industries, including automotive, electronics, and construction.",1907,"Glass, Chemicals, and Materials",No,Yes,Yes,No,NOBEL CONCEPTS MEDICAL LTD
AGCU SCIENTECH INC,[Not Available],China,A biotechnology company specializing in the development and commercialization of genetic testing and molecular diagnostic technologies.,[Not Available],Biotechnology,No,Yes,Yes,No,NOBLE PHARMA LLC
AGE LABS AS,[Not Available],Norway,A biotechnology company focused on developing diagnostic tools and therapies related to aging and age-related diseases.,[Not Available],Biotechnology,No,Yes,Yes,No,NOBLEGEN INC
