Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
INHIBIT COATINGS LTD,,,Inhibit Coatings Ltd specializes in the development of advanced coatings and surface treatments designed to inhibit microbial growth and improve surface hygiene in various industries.,,Coatings / Surface Treatment,No,Yes,Yes,No,,
INIPHARM INC,,,"Inipharm Inc. is a pharmaceutical company focused on the development of innovative drug formulations and therapies, with a particular emphasis on advanced drug delivery systems and therapeutic agents.",,Pharmaceuticals,No,Yes,Yes,No,,
INIS BIOTECH LLC,,,"Inis Biotech LLC is a biotechnology company dedicated to the development of novel biopharmaceuticals and diagnostic tools, focusing on innovative approaches to treating complex diseases.",,Biotechnology / Biopharmaceuticals,No,Yes,Yes,No,,
INITIATEC KK,,"Tokyo, Japan","INITIATEC KK is a technology company specializing in developing and providing solutions in biotechnology and medical devices, including innovative diagnostic and therapeutic technologies.",,Biotechnology / Medical Devices,No,Yes,Yes,No,,
INITRILE INC,,,"Initrile Inc. is a company focused on developing advanced materials and technologies, particularly in the field of synthetic polymers and their applications in various industrial and medical sectors.",,Materials Science / Polymers,No,Yes,Yes,No,,
INMEDIX INC,,,"Inmedix Inc. is a healthcare technology company specializing in developing diagnostic and therapeutic solutions, including innovative medical devices and software platforms for patient management.",,Healthcare / Medical Devices,No,Yes,Yes,No,,
INNATE CELL THERAPY INC,,,Innate Cell Therapy Inc. is a biotechnology company focused on developing cell-based therapies and treatments utilizing the body's own immune cells to combat various diseases and conditions.,,Biotechnology / Cell Therapy,No,Yes,Yes,No,,
INNER MONGOLIA AUTONOMOUS REGION,,"Hohhot, Inner Mongolia, China","Inner Mongolia Autonomous Region is a provincial-level autonomous region in northern China, known for its diverse culture, natural resources, and economic development initiatives.",,Government / Regional Administration,Yes,No,No,No,,
INNER MONGOLIA BAOGANG HOSPITAL,,"Baotou, Inner Mongolia, China","Inner Mongolia Baogang Hospital is a medical institution providing healthcare services, including diagnostic, therapeutic, and surgical treatments, to the local population in the Inner Mongolia region.",,Healthcare / Hospital,No,No,No,Yes,,
INNER MONGOLIA COMPOSITE MATERIALS IND,,,"Inner Mongolia Composite Materials Industry focuses on the production and development of advanced composite materials for various industrial applications, including construction, automotive, and aerospace sectors.",,Materials / Composite Materials,No,Yes,No,No,,
INNER MONGOLIA INNO BIOTECHNOLOGY CO LTD,,,"Inner Mongolia Inno Biotechnology Co. Ltd specializes in biotechnology research and development, focusing on innovative solutions for healthcare and agricultural applications.",,Biotechnology,No,Yes,Yes,No,,
INNER MONGOLIA INT MONGOLIAN HOSPITAL,,"Hohhot, Inner Mongolia, China","Inner Mongolia International Mongolian Hospital provides comprehensive healthcare services, including diagnostics, treatment, and specialized care to the local and international community.",,Healthcare / Hospital,No,No,No,Yes,,
INNER MONGOLIA KINGDEER CASHMERE GROUP C,,,"Inner Mongolia Kingdeer Cashmere Group Co. focuses on the production and processing of high-quality cashmere products, including clothing and textiles, leveraging the region's resources and expertise.",,Textiles / Cashmere,No,Yes,No,No,,
INNER MONGOLIA XINSHUN TECHNOLOGY DEV CO LTD,,,"Inner Mongolia Xinshun Technology Development Co. Ltd specializes in technology development and innovation, focusing on advanced technology solutions and applications in various industries.",,Technology Development,No,Yes,Yes,No,,
INNOCELLGENE CO LTD,,,"InnocellGene Co. Ltd is a biotechnology company focusing on developing advanced genetic and genomic solutions, including diagnostic tools and therapeutic applications.",,Biotechnology / Genetics,No,Yes,Yes,No,,
INNOCLE CO LTD,,,"Innocle Co. Ltd specializes in developing and manufacturing advanced diagnostic tools and medical devices, focusing on innovative solutions for healthcare and disease management.",,Medical Devices / Diagnostics,No,Yes,Yes,No,,
INNODX SOLUTIONS PRIVATE LTD,,,"Innodx Solutions Private Ltd provides innovative diagnostic solutions and technologies for healthcare, focusing on advanced analytical tools and diagnostic assays for disease detection and management.",,Diagnostics,No,Yes,Yes,No,,
INNOLIFE MEKATRONIK MUEHENDISLIK & DANIS,,,"Innolife Mekatronik MÃ¼hendislik & DanÄ±ÅmanlÄ±k focuses on mechatronics engineering and consulting, providing advanced engineering solutions and services for various industrial applications.",,Engineering / Mechatronics,No,Yes,No,No,,
INNOMEDICA HOLDING AG,,,"InnoMedica Holding AG is involved in the development and management of innovative medical technologies and healthcare solutions, focusing on advancing medical devices and therapeutic products.",,Medical Technologies,No,Yes,Yes,No,,
INNOPHARMASCREEN INC,,,"InnoPharmaScreen Inc. specializes in pharmaceutical screening technologies, focusing on drug discovery and development through advanced screening and assay technologies.",,Pharmaceuticals / Drug Discovery,No,Yes,Yes,No,,
INNOPLEXUS AG,https://www.innoplexus.com/,"Frankfurt, Germany","Innoplexus AG provides AI-driven solutions for drug discovery and development, leveraging advanced analytics and data integration to accelerate pharmaceutical and biotechnology research.",2011,Biotechnology / Artificial Intelligence,No,Yes,Yes,No,,
INNOSIGN BV,,,"Innosign BV is involved in providing innovative solutions for clinical trials and diagnostic services, focusing on advanced technologies and methodologies for medical research.",,Clinical Trials / Diagnostics,No,Yes,Yes,No,,
INNOTECH PRECISION MEDICINE INC,,,"Innotech Precision Medicine Inc. focuses on developing personalized medicine solutions, using advanced technologies to tailor treatments based on individual patient profiles and genetic information.",,Precision Medicine,No,Yes,Yes,No,,
INNOVA PLUS LLC,,,"Innova Plus LLC is dedicated to providing innovative solutions and technologies in various fields, including healthcare, biotechnology, and industrial applications.",,Technology / Innovation,No,Yes,Yes,No,,
INNOVAC,,,"Innovac focuses on technological innovation and development, offering solutions across various sectors including healthcare, engineering, and industrial technology.",,Technology / Innovation,No,Yes,Yes,No,,
INNOVACIONES TECNICAS EN TRANSFORMACION,,,"Innovaciones TÃ©cnicas en TransformaciÃ³n specializes in providing technical innovations and solutions for industrial processes and technological advancements, focusing on transformation technologies.",,Technology / Industrial Solutions,No,Yes,Yes,No,,
INNOVATE ITAL GROUP SRL,,,"Innovate Ital Group SRL focuses on delivering innovative solutions and consulting services across various industries, including technology and healthcare sectors.",,Technology / Consulting,No,Yes,Yes,No,,
INNOVATION PHARM INC,,,"Innovation Pharm Inc. is involved in the development and commercialization of pharmaceutical products, focusing on innovative drug therapies and advanced medical treatments.",,Pharmaceuticals,No,Yes,Yes,No,,
INNOVATION SUCCESS LLC,,,"Innovation Success LLC provides consulting and development services aimed at fostering innovation and success in various business sectors, including technology and healthcare.",,Consulting / Innovation,No,Yes,No,No,,
INNOVATIVE EMERGENCY MANAGEMENT INC,,,"Innovative Emergency Management Inc. focuses on providing solutions and services for emergency preparedness, response, and recovery, utilizing advanced technologies and strategies for disaster management.",,Emergency Management,No,Yes,No,No,,
INNOVATIVE ENVIRONMENTAL CO,,,"Innovative Environmental Co. specializes in developing and implementing solutions for environmental protection and sustainability, focusing on technologies for pollution control and resource management.",,Environmental Technology,No,Yes,Yes,No,,
INNOVENT BIOLOGICS SUZHOU CO LTD,https://www.innoventbio.com/,"Suzhou, Jiangsu, China","Innovent Biologics Suzhou Co. Ltd is a biotechnology company specializing in the development and commercialization of innovative biologic therapies for cancer, autoimmune diseases, and other conditions.",2011,Biotechnology / Biologics,No,Yes,Yes,No,,
INNOVOSENS AB,,,"Innovosens AB focuses on developing and providing advanced sensor technologies and solutions for various applications, including healthcare, environmental monitoring, and industrial processes.",,Sensor Technology,No,Yes,Yes,No,,
INOSAN BIOPHARMA SA,,,"Inosan Biopharma SA is involved in the development of biopharmaceutical products, focusing on innovative therapies and solutions for treating infectious diseases and other health conditions.",,Biopharmaceuticals,No,Yes,Yes,No,,
INOTREM,https://www.inotrem.com/,"Paris, France","Inotrem focuses on developing novel immunotherapies for severe inflammatory diseases and sepsis, utilizing its proprietary technology to target key immune pathways.",2015,Biotechnology / Immunotherapy,No,Yes,Yes,No,,
INOVIO PHARM INC,https://www.inovio.com/,"Plymouth Meeting, Pennsylvania, United States","Inovio Pharmaceuticals Inc. is a biotechnology company specializing in developing DNA-based immunotherapies and vaccines for various diseases, including cancer and infectious diseases.",1979,Biotechnology / Vaccines,No,Yes,Yes,No,,
INPLAB INC,,,"Inplab Inc. is involved in developing and providing laboratory solutions and technologies for scientific research and diagnostics, focusing on innovative tools and methodologies for various applications.",,Laboratory Solutions,No,Yes,Yes,No,,
INSECTERGY LLC,,,"Insectergy LLC focuses on developing sustainable and innovative solutions based on insect biotechnology, including applications in agriculture, waste management, and food production.",,Biotechnology / Insect Technology,No,Yes,Yes,No,,
INSEEGO CORP,https://www.inseego.com/,"San Diego, California, United States","Inseego Corp provides 5G and IoT solutions, focusing on innovative technology for connectivity and network performance, including mobile hotspots and smart devices for various applications.",1996,Telecommunications / IoT,No,Yes,Yes,No,,
INSERM,https://www.inserm.fr/,"Paris, France","Inserm (Institut National de la SantÃ© et de la Recherche MÃ©dicale) is a French public research organization dedicated to biomedical and health research, focusing on advancing medical knowledge and improving patient care.",1964,Medical Research,Yes,No,Yes,No,,
INSILICO MEDICINE INC,https://www.insilico.com/,"Rockville, Maryland, United States","Insilico Medicine Inc. uses artificial intelligence and machine learning to accelerate drug discovery and development, focusing on developing novel therapeutics and personalized medicine solutions.",2014,Biotechnology / Artificial Intelligence,No,Yes,Yes,No,,
INSPIRA LLC,,,"Inspira LLC is involved in developing and providing solutions in the healthcare sector, including innovative medical technologies and therapeutic products.",,Healthcare / Medical Technologies,No,Yes,Yes,No,,
INSPIRE MEDICAL SYSTEMS INC,https://www.inspire.com/,"Minneapolis, Minnesota, United States","Inspire Medical Systems Inc. develops innovative solutions for obstructive sleep apnea, including implantable neurostimulation systems designed to improve patient outcomes.",2007,Medical Devices / Sleep Medicine,No,Yes,Yes,No,,
